"AREA","TAVE","TMAX","TMIN","RF","MWUTM","IW","CHA","CHM","PS","RD","SS","TIME"
"199","板橋",18.4,"31.4/22","10.1/14","184.8","10.0/250.0/22","17.2/250.0/22",78,"51/18",1015.5,20,93.1,"200903"
"200","成功",21.3,"29.4/20","14.2/14","90.2","11.5/30.0/13","21.6/20.0/13",78,"52/17",1010.9,15,77.6,"200903"
"201","嘉義",20.1,"30.1/22","10.8/15","84.9","9.8/10.0/14","17.8/360.0/14",85,"40/17",1012,10,146,"200903"
"202","大武",23,"34.1/22","16.2/14","44.8","10.3/30.0/13","18.3/30.0/13",76,"40/22",1014.1,8,126.3,"200903"
"203","東吉島",21,"27.6/22","14.8/14","62","23.6/10.0/13","31.3/360.0/13",79,"46/17",1010,6,121,"200903"
"204","恆春",23.6,"31.1/18","17.7/15","13.8","11.4/40.0/1","23.1/40.0/6",73,"50/17",1011.4,2,185.5,"200903"
"205","新竹",18.1,"30.2/22","9.9/14","179.5","6.6/30.0/13","17.1/80.0/13",77,"37/17",1012.9,17,75.9,"200903"
"206","花蓮",20.7,"29.8/22","14.3/15","92.8","12.0/30.0/13","19.8/20.0/13",77,"50/15",1014,15,95.4,"200903"
"207","高雄",23.1,"30.2/5","15.5/14","30","8.4/350.0/14","17.5/330.0/14",74,"51/16",1013.9,2,215.9,"200903"
"208","基隆",18,"31.2/22","10.2/14","297.3","11.2/20.0/13","20.2/20.0/13",79,"50/22",1013.3,18,94.3,"200903"
"209","金門",15.2,"26.1/20","7.8/7","117.7","9.1/280.0/13","19.3/70.0/6",78,"46/31",1013.9,13,99.1,"200903"
"210","蘭嶼",20.8,"27.3/21","14.8/14","194.3","24.3/20.0/1","34.4/10.0/14",86,"56/22",977.5,20,65.5,"200903"
"211","馬祖",12.4,"26.4/22","6.7/14","99","10.4/200.0/21","20.8/10.0/6",83,"52/14",1007.8,18,111.7,"200903"
"212","澎湖",19.4,"27.8/22","13.2/14","65.6","11.9/20.0/14","25.1/20.0/14",80,"51/17",1014.3,9,104.6,"200903"
"213","彭佳嶼",17.1,"25.0/22","9.0/14","138.9","18.0/10.0/13","25.7/30.0/13",82,"46/18",1004.4,18,107.3,"200903"
"214","蘇澳",19.2,"29.2/22","10.9/14","150.4","12.1/50.0/13","23.4/80.0/13",78,"18902",1013.5,17,90.1,"200903"
"215","日月潭",17.4,"29.0/5","10.3/14","154.1","8.5/160.0/7","14.5/290.0/29",85,"46/17",902.7,11,112.9,"200903"
"216","臺中",19.9,"29.7/5","11.8/14","161.2","7.1/30.0/13","14.8/30.0/13",77,"36/17",1005.5,10,143,"200903"
"217","臺南",21.6,"31.0/28","13.4/14","39.1","11.9/40.0/14","22.5/10.0/14",76,"52/17",1012,3,180.6,"200903"
"218","臺北",18.6,"31.9/22","10.3/14","192","9.3/70.0/22","18.8/60.0/22",78,"45/17",1015.9,19,98.7,"200903"
"219","臺東",22.2,"30.9/22","15.0/15","47.3","8.0/40.0/13","17.1/40.0/13",73,"47/15",1014,9,94.1,"200903"
"220","淡水",17.8,"29.6/22","8.6/14","182.7","8.7/20.0/13","19.1/30.0/13",77,"49/15",1014.6,18,85.9,"200903"
"221","梧棲",18.7,"28.2/22","10.5/14","182.4","15.1/10.0/13","27.8/10.0/14",79,"52/25",1012.8,11,125.5,"200903"
"222","宜蘭",19.4,"29.2/22","10.1/15","132.5","12.0/330.0/5","21.3/330.0/5",71,"53/25",1015.3,14,105.7,"200903"
"223","玉山",2,"16.1/19","-0.611111111","126.5","16.4/280.0/7","27.9/230.0/6",71,"14/18",642.4,8,175.7,"200903"
"224","竹子湖",14.6,"25.5/13","5.2/14","203.5","9.3/20.0/7","22.0/20.0/6",83,"61/20",946.5,16,87.7,"200903"
"225","阿里山",10.8,"19.2/24","4.8/9","352.7","4.8/280.0/14","14.0/280.0/20",93,"15220",763.7,17,81,"200904"
"226","鞍部",14.8,"27.1/24","6.2/2","147.1","9.9/350.0/13","21.0/180.0/29",84,"37/15",920.7,18,88.1,"200904"
"227","板橋",21.1,"33.2/24","13.1/9","94.2","8.5/80.0/28","16.7/70.0/28",73,"43/28",1012.9,15,112.7,"200904"
"228","成功",22.2,"31.1/20","16.4/2","52.8","11.8/220.0/20","18.1/210.0/20",75,"17807",1009.3,14,53.1,"200904"
"229","嘉義",22.5,"30.4/13","13.7/2","97","7.2/240.0/20","12.0/280.0/13",83,"47/30",1009.4,9,138.2,"200904"
"230","大武",23.5,"34.9/13","18.5/3","105.5","7.7/20.0/25","15.0/20.0/25",74,"42/13",1012.5,15,95.1,"200904"
"231","東吉島",23.1,"28.4/14","18.1/26","86","17.9/20.0/26","23.6/20.0/1",77,"19968",1007.6,7,155.6,"200904"
"232","恆春",24.1,"31.6/24","18.6/2","38.8","11.6/40.0/2","25.7/50.0/2",72,"48/30",1009.5,8,145.9,"200904"
"233","新竹",21.3,"30.3/23","13.9/26","74.4","6.7/80.0/25","17.1/90.0/1",69,"35/28",1009.8,14,125.3,"200904"
"234","花蓮",21.5,"30.1/20","16.0/2","56.4","10.1/30.0/25","17.4/20.0/17",75,"46/28",1011.8,15,59.3,"200904"
"235","高雄",24.8,"32.0/13","18.1/1","72.8","6.2/320.0/21","11.4/330.0/5",73,"38/29",1011.7,6,181.1,"200904"
"236","基隆",20.8,"30.4/20","14.6/1","150.9","9.5/20.0/25","15.7/20.0/25",72,"15858",1011,15,91,"200904"
"237","金門",18.8,"27.1/23","10.8/7","180.1","9.2/80.0/25","19.9/70.0/25",72,"38/28",1011.1,10,130.3,"200904"
"238","蘭嶼",21.3,"28.1/25","16.5/2","211.5","18.8/30.0/25","26.7/30.0/25",83,"61/28",975.8,17,63.3,"200904"
"239","馬祖",16.1,"29.1/20","10.2/2","87.3","9.5/210.0/20","17.4/220.0/20",83,"15220",1005.2,16,125.6,"200904"
"240","澎湖",22.1,"28.7/30","16.5/26","78.8","10.4/30.0/26","20.6/20.0/2",76,"47/27",1011.6,11,145.1,"200904"
"241","彭佳嶼",19.7,"25.4/20","13.2/2","176","18.5/160.0/20","24.8/170.0/20",77,"41/27",1002.3,13,125.1,"200904"
"242","蘇澳",20.5,"29.1/13","13.0/2","150.4","7.8/170.0/19","18.8/40.0/5",77,"46/28",1011.5,20,61.5,"200904"
"243","日月潭",18.1,"28.1/24","13.0/28","190.9","7.7/340.0/13","15.5/330.0/13",87,"18902",901.1,15,83,"200904"
"244","臺中",22.5,"30.9/21","14.8/26","303","5.9/340.0/13","11.8/350.0/13",72,"45/28",1002.9,13,137.1,"200904"
"245","臺南",23.9,"31.2/13","15.7/2","76","8.4/10.0/5","13.3/360.0/5",75,"16711",1009.6,5,164.9,"200904"
"246","臺北",21.3,"32.9/24","14.1/9","120.7","8.4/60.0/28","16.7/70.0/30",72,"37/28",1013.4,14,107.9,"200904"
"247","臺東",22.7,"34.4/13","17.2/3","60.2","8.7/200.0/20","17.4/60.0/25",72,"32/13",1012.4,12,71.2,"200904"
"248","淡水",20.7,"29.8/23","13.0/1","84.1","7.1/140.0/29","19.0/110.0/30",72,"38/28",1011.8,16,119.1,"200904"
"249","梧棲",21.7,"28.5/20","13.6/26","158.9","13.9/10.0/1","23.5/40.0/1",75,"48/27",1010.1,10,153.5,"200904"
"250","宜蘭",21,"29.7/13","13.4/9","81.3","8.5/20.0/14","12.9/330.0/14",73,"48/28",1013.3,11,82,"200904"
"251","玉山",2.3,"15.2/23","-1.75","250.7","13.3/280.0/14","28.6/270.0/14",92,"17/18",641.3,15,96,"200904"
"252","竹子湖",16.9,"28.9/24","8.3/2","109.9","8.2/30.0/25","18.6/350.0/13",79,"49/15",944.7,15,103.7,"200904"
"253","阿里山",12.4,"21.6/21","2.9/6","95.2","3.9/150.0/21","8.0/80.0/3",86,"22/17",764.4,13,135.7,"200905"
"254","鞍部",18.6,"27.3/21","12.1/5","27","8.9/350.0/26","14.8/350.0/26",78,"27/14",919.9,7,173.6,"200905"
"255","板橋",25.1,"34.4/23","16.6/30","26.3","8.0/90.0/1","16.2/100.0/1",67,"42939",1010.6,5,221.2,"200905"
"256","成功",25,"31.2/19","18.1/8","29.8","8.1/180.0/20","13.1/20.0/27",72,"29/30",1007.4,9,180.3,"200905"
"257","嘉義",25.7,"33.8/21","17.8/6","9.4","6.5/250.0/21","10.3/140.0/21",80,"35/31",1008,5,209.3,"200905"
"258","大武",25.9,"33.3/23","18.8/7","10.4","6.8/20.0/4","13.1/10.0/1",73,"32/30",1010.8,5,222.1,"200905"
"259","東吉島",26.1,"31.5/22","22.5/10","18.7","13.7/20.0/29","17.8/360.0/4",75,"47/31",1006.3,1,257.7,"200905"
"260","恆春",26.6,"33.4/16","21.5/4","2","8.8/70.0/6","17.9/70.0/1",66,"19/30",1008.2,2,246.6,"200905"
"261","新竹",25.2,"33.8/25","17.0/7","25.7","5.6/10.0/29","13.2/80.0/6",64,"42939",1008,2,223.5,"200905"
"262","花蓮",24.8,"32.5/21","17.2/8","141.5","9.7/150.0/21","13.8/30.0/27",74,"32/30",1009.7,10,192,"200905"
"263","高雄",27.3,"33.5/21","21.5/1","14","6.1/310.0/11","9.7/310.0/11",71,"15281",1010.3,3,256,"200905"
"264","基隆",24.2,"32.7/17","17.3/30","74.6","7.7/280.0/21","15.6/230.0/21",69,"42973",1008.6,10,201.5,"200905"
"265","金門",22.9,"30.6/30","15.9/7","31","7.1/80.0/4","15.3/70.0/1",73,"42912",1008.7,6,193.7,"200905"
"266","蘭嶼",23.8,"29.0/26","18.6/2","87.6","15.2/240.0/27","23.6/50.0/5",80,"22129",974.8,10,193.7,"200905"
"267","馬祖",20.8,"31.1/21","15.8/8","50.8","10.3/210.0/16","19.8/220.0/16",83,"30/30",1002.6,10,195.9,"200905"
"268","澎湖",25.5,"33.3/21","21.3/10","4.2","8.0/30.0/5","15.0/10.0/27",74,"33/31",1010.1,2,246.3,"200905"
"269","彭佳嶼",23.4,"30.0/21","18.1/31","37.8","15.6/120.0/2","21.2/160.0/2",76,"15158",1000.1,7,230.8,"200905"
"270","蘇澳",23.8,"30.7/23","15.6/8","91.6","9.2/150.0/9","16.9/60.0/27",74,"34/31",1009.1,12,180.9,"200905"
"271","日月潭",20.5,"30.3/22","14.7/9","70.2","10.0/280.0/21","15.1/270.0/21",82,"17411",900.7,7,156.5,"200905"
"272","臺中",25.9,"33.5/21","19.3/6","20.5","4.8/320.0/22","9.8/330.0/4",68,"11871",1001.3,5,195.2,"200905"
"273","臺南",27.2,"33.8/22","21.5/6","5.8","7.1/330.0/22","11.6/320.0/22",70,"14916",1008.2,3,226.5,"200905"
"274","臺北",25.3,"34.5/23","18.4/30","24.7","7.7/60.0/25","14.5/70.0/1",65,"42934",1010.9,6,210.3,"200905"
"275","臺東",25.7,"31.8/22","19.3/8","78.4","5.4/40.0/27","13.0/40.0/27",70,"32/30",1010.5,6,205.9,"200905"
"276","淡水",24.5,"33.1/31","15.8/5","15.1","6.8/10.0/13","16.3/150.0/1",65,"42971",1009.5,6,231.7,"200905"
"277","梧棲",25.4,"31.4/22","18.4/6","23.7","12.5/360.0/4","19.4/360.0/4",71,"36/31",1008.5,2,229.2,"200905"
"278","宜蘭",24.3,"32.3/21","16.5/7","41.3","9.3/70.0/24","12.2/80.0/24",71,"32/30",1010.7,10,200.1,"200905"
"279","玉山",5.3,"16.2/10","-0.3","99","14.5/220.0/20","17.8/250.0/20",65,"42993",643,12,214.3,"200905"
"280","竹子湖",20.4,"30.4/21","13.3/5","20","7.5/350.0/26","14.4/350.0/26",73,"39/31",943.6,6,191.1,"200905"
"281","阿里山",14.5,"21.7/20","7.3/1","612.6","6.6/150.0/21","19.3/130.0/21",90,"43038",762.5,20,122.5,"200906"
"282","鞍部",21.9,"28.4/16","16.4/7","226","7.3/190.0/16","16.4/110.0/22",82,"42878",915.5,16,96.9,"200906"
"283","板橋",27.8,"35.8/10","19.4/6","322.6","8.4/250.0/26","16.6/250.0/26",75,"15950",1004.7,18,151.8,"200906"
"284","成功",27.5,"33.7/23","21.3/6","115.7","11.8/220.0/21","20.2/250.0/21",78,"20455",1001.8,9,206,"200906"
"285","嘉義",28.1,"35.6/20","20.2/1","256.3","9.4/230.0/22","22.3/250.0/21",81,"15950",1003.4,12,190.5,"200906"
"286","大武",28.2,"37.2/30","21.8/2","223.6","7.1/150.0/21","15.1/210.0/3",77,"15766",1005.5,12,229.1,"200906"
"287","東吉島",28,"31.9/18","23.9/5","89","26.6/190.0/21","39.6/190.0/21",79,"22313",1001.4,5,241.9,"200906"
"288","恆春",28.2,"33.3/17","22.5/7","87.4","8.1/180.0/21","16.5/190.0/21",81,"12055",1003.9,19,191.2,"200906"
"289","新竹",27.9,"34.1/26","20.9/6","248.1","5.7/290.0/3","15.0/320.0/22",71,"15950",1002.6,8,177,"200906"
"290","花蓮",27.4,"33.0/23","20.6/6","320.1","10.6/170.0/26","16.7/150.0/20",80,"17899",1003.9,9,219.8,"200906"
"291","高雄",28.5,"35.0/25","23.1/1","311.5","9.7/170.0/21","20.8/150.0/21",77,"17564",1005.9,14,234.9,"200906"
"292","基隆",27.4,"35.1/30","20.4/6","403.1","7.8/30.0/4","13.3/340.0/13",74,"16346",1002.5,15,150.3,"200906"
"293","金門",26.4,"33.8/18","20.2/5","190.6","18.4/250.0/22","28.7/250.0/21",86,"17654",1002.2,13,162.1,"200906"
"294","蘭嶼",25.5,"29.4/15","22.1/2","120.6","21.9/240.0/3","29.5/230.0/3",92,"24838",970.4,16,131.5,"200906"
"295","馬祖",24.7,"31.7/21","18.3/4","241.3","11.9/140.0/22","23.1/180.0/22",88,"16923",995.7,15,153,"200906"
"296","澎湖",27.7,"32.9/18","22.4/6","159.3","15.3/180.0/21","29.2/170.0/21",82,"20699",1005.1,9,228.6,"200906"
"297","彭佳嶼",26.1,"31.3/22","20.8/6","135.2","18.1/260.0/23","22.6/280.0/23",87,"24016",994.1,10,188.9,"200906"
"298","蘇澳",27.1,"33.4/26","20.0/6","230.4","8.8/160.0/9","21.0/160.0/21",79,"19207",1003.1,12,178.5,"200906"
"299","日月潭",22,"30.2/10","16.6/1","283","6.3/280.0/20","13.3/250.0/4",86,"16285",897.5,17,120.7,"200906"
"300","臺中",27.8,"34.2/28","22.1/5","421.5","6.2/210.0/22","15.4/180.0/22",75,"15585",996.8,14,159.5,"200906"
"301","臺南",28.6,"34.2/20","23.8/1","272","13.9/170.0/21","27.3/170.0/21",75,"18872",1003.7,12,203.6,"200906"
"302","臺北",28.2,"36.5/10","20.6/6","276.8","7.1/240.0/22","15.4/270.0/22",73,"12785",1005,14,129.1,"200906"
"303","臺東",28.1,"34.1/23","22.7/2","99.8","9.3/200.0/21","17.7/180.0/21",77,"19238",1004.9,12,234.3,"200906"
"304","淡水",27.4,"34.4/17","20.3/6","162.3","5.4/240.0/22","15.6/250.0/22",76,"17046",1003.6,14,159.8,"200906"
"305","梧棲",28,"33.5/27","21.7/22","148.5","12.3/200.0/22","26.0/250.0/22",75,"17168",1003.5,11,196.6,"200906"
"306","宜蘭",27.3,"33.9/25","19.5/6","216.1","6.6/70.0/14","9.8/70.0/14",77,"19937",1004.6,14,189,"200906"
"307","玉山",7.2,"18.5/18","0.4/7","443.4","26.8/220.0/21","38.4/220.0/21",78,"42962",642.2,15,180.3,"200906"
"308","竹子湖",23.4,"30.7/28","17.7/6","280.5","6.5/20.0/4","16.9/360.0/16",81,"19115",938.5,13,113.3,"200906"
"309","阿里山",15.5,"23.4/9","10.5/3","140.3","4.8/180.0/13","15.3/130.0/13",89,"17930",763.3,15,131.9,"200907"
"310","鞍部",23.1,"29.1/30","18.8/2","34.5","13.2/180.0/18","28.9/180.0/17",82,"18994",916.2,7,129.8,"200907"
"311","板橋",29.9,"36.7/11","23.6/4","38.7","8.3/100.0/17","17.0/110.0/18",72,"52/31",1004.9,9,211.2,"200907"
"312","成功",28.2,"33.8/9","24.4/7","385.3","19.6/170.0/13","29.8/140.0/13",80,"57/31",1002.5,13,230.5,"200907"
"313","嘉義",29.3,"35.0/21","24.4/4","201","8.2/250.0/24","13.0/250.0/24",80,"18507",1003.6,12,195.9,"200907"
"314","大武",28.5,"35.2/26","24.2/7","432.8","10.5/20.0/17","19.7/20.0/17",80,"49/23",1005.8,11,239.6,"200907"
"315","東吉島",29.1,"32.7/29","25.0/4","128.9","21.1/160.0/18","29.0/160.0/18",83,"23468",1001.8,10,250.1,"200907"
"316","恆春",29.1,"34.3/29","24.3/4","298.6","10.9/290.0/17","23.8/170.0/17",81,"19603",1003.9,18,212.8,"200907"
"317","新竹",29.7,"35.7/31","24.0/4","48.5","6.4/280.0/24","15.7/330.0/24",70,"18872",1002.8,6,241.5,"200907"
"318","花蓮",28.7,"33.9/12","24.3/4","198.6","12.3/160.0/18","17.5/150.0/18",76,"20241",1004.7,10,264.6,"200907"
"319","高雄",29.2,"34.6/11","24.5/13","200.5","9.1/150.0/18","19.4/150.0/18",80,"20729",1006,15,240.6,"200907"
"320","基隆",29.4,"35.9/22","24.6/2","65.1","12.4/170.0/18","26.9/160.0/18",74,"18629",1003,12,229.4,"200907"
"321","金門",28.5,"33.9/17","25.3/5","77.2","9.8/220.0/14","22.6/220.0/14",84,"60/13",1003.1,6,242.6,"200907"
"322","蘭嶼",26.4,"31.6/29","23.9/13","146.9","22.6/80.0/17","36.7/70.0/17",86,"74/29",970.6,12,181.7,"200907"
"323","馬祖",27.5,"32.9/29","21.5/3","143.5","10.6/200.0/23","18.6/210.0/23",89,"26115",995.9,7,249,"200907"
"324","澎湖",28.8,"33.6/12","24.4/14","109.1","11.9/150.0/18","22.3/150.0/18",82,"58/29",1005.6,7,275.5,"200907"
"325","彭佳嶼",27.6,"32.7/25","22.6/3","41.8","22.7/120.0/13","34.1/180.0/18",87,"64/22",994.7,6,286.2,"200907"
"326","蘇澳",28.7,"32.8/27","24.0/4","139.8","13.2/170.0/18","27.9/210.0/18",76,"20180",1003.7,9,239.5,"200907"
"327","日月潭",22.9,"30.5/17","17.7/4","146.7","5.7/160.0/4","9.3/270.0/19",88,"48/17",898,16,107,"200907"
"328","臺中",29.1,"35.3/9","23.8/5","83.5","5.2/250.0/25","11.2/210.0/25",72,"15950",997,9,162.5,"200907"
"329","臺南",29.6,"34.6/31","24.9/13","139.5","13.3/170.0/18","21.9/170.0/18",74,"18872",1003.9,9,198.7,"200907"
"330","臺北",30.1,"37.2/22","24.6/25","140.9","9.5/100.0/18","19.4/90.0/18",70,"48/31",1005.3,10,182.5,"200907"
"331","臺東",28.9,"34.0/31","24.7/13","412.1","6.8/200.0/25","16.4/30.0/17",79,"58/24",1005.5,12,245.7,"200907"
"332","淡水",29.6,"37.2/31","23.5/2","14","7.7/130.0/17","21.3/120.0/18",69,"44/31",1003.9,5,237.7,"200907"
"333","梧棲",29.3,"33.1/19","25.4/3","72.9","8.7/260.0/1","14.9/250.0/25",73,"19968",1003.7,9,236,"200907"
"334","宜蘭",28.8,"34.4/25","24.2/4","66","9.4/110.0/12","18.7/160.0/18",77,"55/19",1005.6,9,255.4,"200907"
"335","玉山",8,"19.7/9","1.2/3","185.2","21.3/140.0/18","31.7/150.0/18",77,"25/30",643.4,15,175.5,"200907"
"336","竹子湖",24.9,"31.5/16","19.9/3","38.8","6.4/350.0/2","14.2/200.0/18",79,"58/31",939.1,11,161.4,"200907"
"337","阿里山",15.5,"23.7/1","10.9/18","3346","8.5/330.0/7","28.1/260.0/8",93,"18994",761.3,21,99.1,"200908"
"338","鞍部",23.2,"29.0/29","18.8/21","601.5","16.8/350.0/7","39.1/350.0/7",87,"61/28",914.2,13,107.1,"200908"
"339","板橋",29.5,"36.3/1","24.1/17","381.9","9.8/60.0/7","21.5/90.0/7",75,"54/28",1002.7,14,192.3,"200908"
"340","成功",28.6,"34.3/23","23.7/11","182.5","23.8/220.0/9","39.5/220.0/8",81,"55/29",999.4,11,240.6,"200908"
"341","嘉義",28.7,"35.4/2","24.0/16","947.2","16.6/250.0/8","29.3/250.0/8",84,"53/16",1001.4,18,165.7,"200908"
"342","大武",28.7,"35.1/4","23.7/8","1297.6","11.4/210.0/8","35.5/180.0/8",80,"18780",1003.3,12,220.1,"200908"
"343","東吉島",29.1,"34.6/30","25.7/9","716.7","26.2/260.0/8","37.7/280.0/9",84,"62/19",999.8,9,236.9,"200908"
"344","恆春",28.9,"34.0/29","24.5/18","927.2","16.2/200.0/7","36.1/70.0/8",82,"56/29",1002,16,179.5,"200908"
"345","新竹",29.4,"39.4/2","24.9/17","321.3","9.5/20.0/8","24.4/40.0/7",73,"12816",1000.5,9,207.5,"200908"
"346","花蓮",28.9,"34.5/2","24.9/10","158.8","25.7/30.0/7","45.5/40.0/7",79,"57/21",1001.5,10,247.2,"200908"
"347","高雄",29.2,"34.1/2","25.3/30","934.5","14.3/310.0/7","30.2/240.0/8",81,"59/29",1004.1,14,204,"200908"
"348","基隆",28.9,"35.5/3","24.9/8","211.5","20.0/20.0/7","31.6/60.0/8",79,"58/17",1000.8,12,212.6,"200908"
"349","金門",29.1,"37.1/2","24.8/20","136.8","14.6/280.0/9","23.8/360.0/8",81,"17199",1001.9,9,225,"200908"
"350","蘭嶼",26.6,"33.4/22","22.4/8","290.8","40.4/230.0/7","72.5/240.0/8",86,"66/14",968.2,16,168.4,"200908"
"351","馬祖",28,"34.2/28","24.3/15","232.1","17.8/20.0/8","37.3/10.0/8",91,"57/19",994.8,11,228.1,"200908"
"352","澎湖",28.8,"34.2/31","25.3/9","455.3","16.9/300.0/8","28.4/290.0/8",82,"57/31",1003.5,9,224,"200908"
"353","彭佳嶼",27.6,"32.1/3","22.7/9","364.3","48.4/110.0/8","65.8/130.0/8",88,"66/30",992.5,13,264.2,"200908"
"354","蘇澳",28.7,"32.9/6","24.8/19","160.6","19.6/170.0/8","35.4/360.0/7",78,"17685",1001.2,12,228.7,"200908"
"355","日月潭",22.9,"31.6/2","18.9/15","784.5","15.2/250.0/9","36.8/260.0/9",89,"22313",895.8,17,112.8,"200908"
"356","臺中",28.7,"36.1/2","24.5/13","810.8","9.3/10.0/7","26.9/310.0/7",76,"52/16",994.4,14,130.4,"200908"
"357","臺南",29.6,"35.2/2","25.4/8","765.9","16.5/220.0/8","33.5/240.0/8",76,"56/21",1001.9,11,184.7,"200908"
"358","臺北",29.8,"36.5/28","25.0/13","321.3","12.2/60.0/7","26.5/60.0/7",74,"49/28",1003.1,13,191.3,"200908"
"359","臺東",29.1,"34.3/2","24.8/9","184","13.2/200.0/8","26.3/210.0/8",78,"55/22",1002.6,8,247.9,"200908"
"360","淡水",29.2,"37.0/2","24.5/21","209.2","7.8/30.0/7","23.8/60.0/8",76,"16803",1001.8,10,216,"200908"
"361","梧棲",29.2,"35.4/2","25.0/9","336.5","24.3/360.0/7","41.3/360.0/7",75,"55/20",1001.3,12,196.1,"200908"
"362","宜蘭",28.9,"34.5/22","24.9/21","119","16.3/70.0/7","28.5/40.0/7",78,"53/19",1003.2,11,236.6,"200908"
"363","玉山",8.8,"19.6/31","2.8/28","2189.9","19.8/250.0/9","43.2/270.0/9",77,"29/31",642.1,15,171.3,"200908"
"364","竹子湖",24.9,"32.5/3","21.2/19","587.9","7.8/290.0/7","25.5/290.0/7",81,"62/28",937.1,14,154.5,"200908"
"365","阿里山",15.2,"22.5/12","8.4/8","146.4","4.7/80.0/27","11.3/90.0/27",90,"35/26",763.7,13,116.3,"200909"
"366","鞍部",22.5,"28.3/18","18.7/20","521","10.0/190.0/13","22.6/170.0/29",88,"22129",918.2,18,78.5,"200909"
"367","板橋",29.1,"36.0/12","23.8/20","116.6","8.6/90.0/26","15.9/60.0/22",70,"49/24",1007.4,11,225.7,"200909"
"368","成功",28.3,"33.8/2","23.4/27","387.8","9.8/40.0/4","17.2/40.0/4",73,"19085",1004.3,14,179.4,"200909"
"369","嘉義",28.9,"35.0/3","24.0/26","186.1","7.7/250.0/15","11.2/360.0/27",80,"19054",1004.4,10,188.4,"200909"
"370","大武",28.3,"35.0/15","23.5/28","264.7","8.9/30.0/27","17.4/50.0/28",76,"45/26",1007.4,17,171,"200909"
"371","東吉島",29.4,"33.4/7","25.8/30","15","12.5/30.0/26","16.1/360.0/26",78,"57/20",1002.7,5,241.8,"200909"
"372","恆春",28.6,"33.5/4","23.4/28","258.6","11.3/40.0/26","23.9/30.0/28",76,"52/21",1004.7,17,171.5,"200909"
"373","新竹",29.7,"37.2/22","23.9/21","19","7.1/50.0/13","19.6/160.0/13",67,"43/26",1004.3,6,260.8,"200909"
"374","花蓮",27.8,"33.7/2","23.0/27","325.8","9.4/160.0/14","14.1/50.0/4",80,"52/20",1006.8,16,164.8,"200909"
"375","高雄",29.4,"34.7/14","24.6/6","134.5","5.1/310.0/28","11.8/140.0/14",77,"57/14",1006.7,11,186.1,"200909"
"376","基隆",28.1,"33.6/12","23.8/20","472.3","8.4/60.0/29","15.4/20.0/29",78,"19299",1005.7,17,178.3,"200909"
"377","金門",28.8,"36.7/12","24.6/22","29.9","9.4/60.0/13","19.6/70.0/13",70,"43/26",1006.1,5,221.5,"200909"
"378","蘭嶼",26.1,"30.5/14","22.1/28","407.9","21.3/30.0/4","31.1/60.0/26",87,"72/20",971.5,17,139.1,"200909"
"379","馬祖",26.8,"32.2/7","23.1/30","141.1","10.0/10.0/29","21.6/10.0/29",89,"61/19",1000,16,143.9,"200909"
"380","澎湖",29.1,"33.8/19","24.9/19","14.6","7.7/30.0/2","15.0/10.0/3",78,"20668",1006.7,8,228,"200909"
"381","彭佳嶼",27.3,"31.6/12","23.2/25","115.5","17.9/120.0/29","24.1/130.0/27",82,"59/19",997.3,11,243.2,"200909"
"382","蘇澳",27.5,"33.1/14","23.1/20","618.4","9.4/110.0/27","19.1/100.0/27",79,"18568",1006.4,16,145.5,"200909"
"383","日月潭",23.3,"31.4/13","17.8/26","88.7","9.6/130.0/27","19.1/120.0/28",85,"43/28",898.8,10,127.8,"200909"
"384","臺中",29.3,"35.2/3","24.0/29","119.7","4.3/350.0/5","9.4/320.0/5",70,"43/26",997.7,6,164.5,"200909"
"385","臺南",30,"35.4/3","25.1/30","39.5","8.5/190.0/14","12.7/200.0/14",72,"49/22",1004.6,6,187,"200909"
"386","臺北",29,"36.1/12","24.0/29","210.5","8.6/70.0/26","16.1/60.0/13",72,"44/24",1007.8,11,213,"200909"
"387","臺東",28.5,"34.1/1","23.5/27","210.7","6.6/50.0/26","14.9/70.0/26",76,"19572",1007.3,15,184,"200909"
"388","淡水",28.7,"34.9/21","22.5/20","173.4","7.2/150.0/29","16.7/110.0/22",71,"43/20",1006.4,12,215.6,"200909"
"389","梧棲",29.5,"34.3/14","25.4/29","1.7","13.0/10.0/3","21.0/40.0/3",70,"40/27",1004.6,5,236.2,"200909"
"390","宜蘭",27.4,"34.4/7","22.2/20","626.3","8.2/70.0/6","15.0/100.0/2",79,"16984",1008.2,20,153.8,"200909"
"391","玉山",8.4,"20.4/25","2.4/5","68.9","25.3/130.0/28","32.5/130.0/28",74,"14/26",644.1,8,169.5,"200909"
"392","竹子湖",23.8,"31.1/12","18.6/20","478.8","6.9/20.0/8","15.2/70.0/28",82,"21732",941.5,18,162.3,"200909"
"393","阿里山",13.3,"21.9/4","3.8/29","170.4","5.2/90.0/6","12.9/80.0/6",85,"28/30",764.1,8,155.5,"200910"
"394","鞍部",18,"24.3/1","13.5/26","836","11.1/350.0/24","26.4/340.0/6",94,"63/18",920.8,23,3.5,"200910"
"395","板橋",24.1,"30.7/19","17.4/26","205.1","9.2/80.0/5","19.4/100.0/5",75,"45/17",1011.9,16,89.9,"200910"
"396","成功",25.9,"30.9/2","22.0/27","351.2","10.9/30.0/24","21.1/50.0/24",73,"49/28",1007.1,9,140.4,"200910"
